# HEADER: Prodid    : IDQ65448                                                                                                                                                                                                                                                                                                                                                                                  
# HEADER: Prodname  : Hourly River Height Bulletin in CSV Format                                                                                                                                                                                                                                                                                                                                                
# HEADER: Generated : 03-10-2019 14:30:09                                                                                                                                                                                                                                                                                                                                                                       
# HEADER: Notes     : Data from automatic stations have not been checked and may have errors.                                                                                                                                                                                                                                                                                                                   
# HEADER:             All heights are in metres.                                                                                                                                                                                                                                                                                                                                                                
# HEADER:             This product includes data made available to the Bureau by other agencies                                                                                                                                                                                                                                                                                                                 
# HEADER:             Separate approval may be required to use the data for other purposes.                                                                                                                                                                                                                                                                                                                     
# HEADER:                                                                                                                                                                                                                                                                                                                                                                                                       
# HEADER: Format    : stn_num,sensor_num,name,obs_time,hgt,datum,class,tendency,xinghgt,xingname,xingtype,long,lat                                                                                                                                                                                                                                                                                              
# HEADER:                                                                                                                                                                                                                                                                                                                                                                                                       
    540569,         0,DAGUN POCKET ALERT            ,03-10-2019 13:01:24,        .6,L,Below Minor,Falling       ,           ,                                        , ,  152.7025,  -26.3225                                                                                                                                                                                                                   
    540575,         0,BORUMBA DAM HW AL             ,03-10-2019 13:22:12,     -1.09,L,Below Minor,Steady        ,          0,Heights over Spillway                   ,S,  152.5828,  -26.5078                                                                                                                                                                                                                   
    540583,         0,KUSS ROAD TM                  ,03-10-2019 13:00:00,       .05,L,Below Minor,Steady        ,        7.6,Western Creek Bridge 		                 ,B,  152.5414,  -27.6658                                                                                                                                                                                                                   
    540596,         0,LOGAN VILLAGE ALERT           ,03-10-2019 14:27:33,       .11,L,Below Minor,Rising        ,           ,                                        , ,  153.1019,  -27.7711                                                                                                                                                                                                                   
    540598,         0,BAHRS SCRUB ALERT             ,03-10-2019 14:20:51,      6.27,L,Below Minor,Falling       ,           ,                                        , ,  153.1894,  -27.7372                                                                                                                                                                                                                   
    540599,         0,MAROOCHY INTAKE WEIR AL       ,03-10-2019 14:29:10,    164.42,L,Unknown    ,Steady        ,      164.6,                                        ,W,   152.891,   -26.588                                                                                                                                                                                                                   
    540620,         0,CONONDALE ALERT               ,03-10-2019 14:01:15,      1.05,L,Below Minor,Steady        ,        5.7,Conondale Bridge                        ,A,  152.7133,  -26.7294                                                                                                                                                                                                                   
    540637,         0,CHURCHILL STREET ALERT        ,03-10-2019 14:23:06,      2.39,L,Below Minor,Falling       ,           ,                                        , ,  152.7067,  -25.5344                                                                                                                                                                                                                   
    540644,         0,BEENLEIGH ALERT               ,03-10-2019 14:16:28,      1.12,A,Below Minor,Rising        ,           ,                                        , ,  153.2192,  -27.7258                                                                                                                                                                                                                   
    540645,         0,PARKLANDS ALERT               ,03-10-2019 14:27:42,      1.04,L,Below Minor,Steady        ,           ,                                        , ,  153.1925,  -27.6989                                                                                                                                                                                                                   
    540646,         0,OXLEY CK ALERT                ,03-10-2019 12:37:03,     36.08,L,Below Minor,Steady        ,           ,                                        , ,  152.9714,   -27.705                                                                                                                                                                                                                   
    540674,         0,BAYES RD ALERT                ,03-10-2019 14:01:31,      5.92,L,Below Minor,Steady        ,          8,Bayes Road                              ,R,  153.1067,  -27.6978                                                                                                                                                                                                                   
    540675,         0,SCHMIDTS RD ALERT             ,03-10-2019 11:48:46,      1.12,L,Below Minor,Steady        ,          4,Schmidts road                           ,R,  153.1203,     -27.7                                                                                                                                                                                                                   
    540684,         0,BRISBANE PORT OFFICE ALERT    ,03-10-2019 14:29:14,       .88,L,Below Minor,Falling       ,           ,                                        , ,  153.0308,  -27.4717                                                                                                                                                                                                                   
    540688,         0,LOWER QUINZEH ALERT           ,03-10-2019 14:06:55,       .15,L,Below Minor,Steady        ,        4.2,Quinzeh Ck @ Miller Road                ,R,  153.1211,  -27.7681                                                                                                                                                                                                                   
    540689,         0,FLAGSTONE CK (JIMBOOMBA) ALERT,03-10-2019 11:52:31,      1.15,L,Below Minor,Steady        ,          8,                                        ,R,  152.9828,  -27.8042                                                                                                                                                                                                                   
    540690,         0,KILMOYLAR RD ALERT            ,03-10-2019 13:39:07,       .04,L,Below Minor,Steady        ,        6.7,Edward O'Neil Bridge                    ,B,  152.9347,    -27.84                                                                                                                                                                                                                   
    540691,         0,TAMBORINE ALERT               ,03-10-2019 13:59:15,      -.11,L,Below Minor,Steady        ,       15.4,                                        ,B,  153.1211,  -27.8647                                                                                                                                                                                                                   
    540692,         0,WALLER RD ALERT               ,03-10-2019 13:22:16,       .07,L,Below Minor,Steady        ,        5.4,                                        ,R,  153.0519,    -27.67                                                                                                                                                                                                                   
    540696,         0,BAN BAN ALERT                 ,03-10-2019 14:26:44,      .541,L,Below Minor,Steady        ,           ,                                        , ,  151.8083,  -25.7108                                                                                                                                                                                                                   
    540706,         0,TIARO ALERT                   ,03-10-2019 13:45:55,      2.25,L,Below Minor,Rising        ,          6,                                        ,B,  152.5775,  -25.7244                                                                                                                                                                                                                   
    540713,         0,HARPERS CROSSING ALERT        ,03-10-2019 14:13:54,       .05,L,Unknown    ,Steady        ,        3.2,Harpers Crossing Bridge                 ,B,  152.6578,  -28.0278                                                                                                                                                                                                                   
    540714,         0,KOORALBYN BRIDGE ALERT        ,03-10-2019 12:27:00,         0,L,Unknown    ,Steady        ,        7.3,Kooralbyn Bridge                        ,B,  152.8514,  -28.0925                                                                                                                                                                                                                   
    540715,         0,DOUBLE CROSSING RD ALERT      ,03-10-2019 12:46:49,      -.05,L,Unknown    ,Steady        ,         .5,Double Crossing Rd Bridge               ,B,  153.1417,  -28.0369                                                                                                                                                                                                                   
    540725,         0,HENDERSON CK ALERT            ,03-10-2019 12:49:37,         0,A,Below Minor,Steady        ,        2.4,                                        ,R,  153.0155,  -27.8296                                                                                                                                                                                                                   
    540726,         0,UPPER QUINZEH ALERT           ,03-10-2019 14:02:26,         0,L,Below Minor,Steady        ,          2,                                        ,R,   153.126,  -27.8013                                                                                                                                                                                                                   
    540727,         0,SOUTH RIPLEY (JAMES IVORY BR) ,03-10-2019 13:09:50,     39.67,L,Unknown    ,Steady        ,       46.1,James Ivory Bridge                      ,B,   152.805,  -27.6928                                                                                                                                                                                                                   
    540737,         0,KURRAJONG TM                  ,03-10-2019 09:00:00,      5.55,L,Below Minor,Steady        ,          8,Kurrajong Drive                         ,R,  153.1121,  -27.6746                                                                                                                                                                                                                   
    540761,         0,GOLDEN BEACH TIDE TM          ,03-10-2019 13:53:00,      .775,L,Below Minor,Steady        ,           ,                                        , ,    153.12,  -26.8335                                                                                                                                                                                                                   
    540774,         0,WAHPUNGA LANE ALERT           ,03-10-2019 08:01:39,         0,L,Unknown    ,Steady        ,          6,                                        ,B,  152.9075,  -26.2375                                                                                                                                                                                                                   
    540775,         0,POMONA (HILL ST) ALERT        ,03-10-2019 13:48:25,         0,L,Unknown    ,Steady        ,        2.1,                                        ,B,  152.8583,  -26.3664                                                                                                                                                                                                                   
    540776,         0,SUBWAY AVE ALERT              ,03-10-2019 13:44:14,         0,L,Unknown    ,Steady        ,         .1,                                        ,R,  152.8583,  -26.3664                                                                                                                                                                                                                   
    540778,         0,ELM STREET ALERT              ,03-10-2019 13:27:19,         0,L,Unknown    ,Steady        ,        3.1,                                        ,B,  152.9022,  -26.3997                                                                                                                                                                                                                   
    540779,         0,GARNET STREET ALERT           ,03-10-2019 14:26:10,        .3,L,Unknown    ,Steady        ,        2.9,                                        ,B,  152.9061,  -26.4181                                                                                                                                                                                                                   
    540781,         0,BELLS CK NORTH ALERT          ,03-10-2019 12:31:33,      2.29,L,Below Minor,Rising        ,           ,                                        , ,    153.08,   -26.815                                                                                                                                                                                                                   
    540782,         0,BELLS CK SOUTH ALERT          ,03-10-2019 14:22:59,       .37,L,Below Minor,Rising        ,           ,                                        , ,   153.073,   -26.832                                                                                                                                                                                                                   
    541028,         0,BROADWATER CREEK TM           ,03-10-2019 13:00:00,     -.104,L,Below Minor,Steady        ,           ,					                                   , ,  151.8883,  -28.5983                                                                                                                                                                                                                   
    541030,         0,GOONDIWINDI WEIR TM           ,03-10-2019 13:00:00,     1.069,L,Below Minor,Steady        ,        1.5,					                                   ,W,  150.2642,  -28.5442                                                                                                                                                                                                                   
    541032,         0,BALLANDEAN TM                 ,03-10-2019 13:00:00,      .003,L,Below Minor,Steady        ,        1.9,					                                   ,A,  151.8186,  -28.7864                                                                                                                                                                                                                   
    541033,         0,COOLMUNDA DAM HW TM           ,03-10-2019 14:00:00,    -8.533,L,Below Minor,Steady        ,          0,					                                   ,F,  151.2167,  -28.4333                                                                                                                                                                                                                   
    541035,         0,EMU VALE TM                   ,03-10-2019 13:00:00,     1.435,L,Below Minor,Steady        ,        7.1,Emu Creek Bridge 		                     ,B,  152.2256,  -28.2308                                                                                                                                                                                                                   
    541036,         0,SWANFELS TM                   ,03-10-2019 13:00:00,      .299,L,Below Minor,Steady        ,           ,					                                   , ,  152.2833,  -28.1667                                                                                                                                                                                                                   
    541037,         0,LESLIE DAM TW TM              ,03-10-2019 14:00:00,       .15,L,Below Minor,Steady        ,           ,					                                   , ,  151.9167,  -28.2167                                                                                                                                                                                                                   
    541039,         0,BROSNANS BARN TM              ,03-10-2019 13:00:00,      .047,L,Below Minor,Steady        ,           ,					                                   , ,  152.3167,  -28.3333                                                                                                                                                                                                                   
    541040,         0,YARRAMALONG TM                ,03-10-2019 14:00:00,      -.09,L,Below Minor,Steady        ,           ,					                                   , ,    151.45,  -27.8333                                                                                                                                                                                                                   
    541041,         0,DALBY ALERT                   ,03-10-2019 12:18:53,         0,L,Below Minor,Steady        ,        1.9,Patrick Street Bridge		                 ,B,  151.2661,  -27.1833                                                                                                                                                                                                                   
    541042,         0,MOFFATT ALERT                 ,03-10-2019 13:05:38,       -.7,L,Below Minor,Falling       ,          2,North Myall Creek Crossing		            ,X,  151.3978,  -27.0969                                                                                                                                                                                                                   
    541043,         0,CLYDESDALE ALERT              ,03-10-2019 08:08:26,      -.97,L,Below Minor,Falling       ,           , 				                                   , ,  151.4864,  -27.1939                                                                                                                                                                                                                   
    541047,         0,PAMPAS BRIDGE TM              ,03-10-2019 13:00:00,      .807,L,Below Minor,Steady        ,           ,					                                   , ,  151.4167,  -27.7833                                                                                                                                                                                                                   
    541048,         0,VICTORIA HILL ALERT           ,03-10-2019 11:49:57,        .5,L,Below Minor,Steady        ,        3.9,Ryleford - Pratten Road Bridge	         ,B,  151.7706,  -27.9831                                                                                                                                                                                                                   
    541049,         0,TALGAI WEIR HW TM             ,03-10-2019 14:00:00,    -2.102,L,Unknown    ,Steady        ,          0,					                                   ,W,  151.7581,  -27.9914                                                                                                                                                                                                                   
    541050,         0,MILLBROOK ALERT               ,03-10-2019 14:16:13,       .19,L,Below Minor,Steady        ,        5.2,Clifton - Leyburn Road Bridge	          ,B,  151.7222,  -27.9411                                                                                                                                                                                                                   
    541052,         0,GLENLYON DAM TW TM            ,03-10-2019 13:00:00,      .845,L,Below Minor,Steady        ,           ,					                                   , ,  151.4667,  -28.9833                                                                                                                                                                                                                   
    541053,         0,FARNBRO TM                    ,03-10-2019 13:00:00,      .579,L,Below Minor,Steady        ,           ,					                                   , ,  151.5833,  -28.9167                                                                                                                                                                                                                   
    541054,         0,LOUDOUN BRIDGE TM             ,03-10-2019 13:00:00,     1.184,L,Below Minor,Steady        ,        1.8,					                                   ,W,  151.1856,   -27.225                                                                                                                                                                                                                   
    541055,         0,LESLIE DAM HW TM              ,03-10-2019 14:00:00,   -15.652,L,Below Minor,Steady        ,          0,					                                   ,F,  151.9167,  -28.2167                                                                                                                                                                                                                   
    541056,         0,LONE PINE TM                  ,03-10-2019 13:00:00,      .534,L,Below Minor,Steady        ,           ,					                                   , ,    151.35,  -27.6667                                                                                                                                                                                                                   
    541065,         0,OAKY CREEK TM                 ,03-10-2019 13:00:00,     -.112,L,Below Minor,Steady        ,           ,					                                   , ,  151.1553,  -28.8067                                                                                                                                                                                                                   
    541066,         0,BEEBO TM                      ,03-10-2019 13:00:00,      .357,L,Below Minor,Steady        ,           ,					                                   , ,  150.9667,  -28.7128                                                                                                                                                                                                                   
    541070,         0,CARANA WEIR TM                ,03-10-2019 13:00:00,       .46,L,Below Minor,Steady        ,          2,					                                   ,W,  150.1922,  -28.5142                                                                                                                                                                                                                   
    541071,         0,CHINCHILLA WEIR HW TM         ,03-10-2019 14:00:06,    -2.712,L,Unknown    ,Steady        ,          0,					                                   ,W,  150.6261,  -26.7901                                                                                                                                                                                                                   
    541073,         0,STANTHORPE TM                 ,03-10-2019 13:00:00,      .166,L,Below Minor,Steady        ,           ,					                                   , ,  151.9217,  -28.6542                                                                                                                                                                                                                   
    541074,         0,CHINCHILLA TM                 ,03-10-2019 13:00:00,     4.088,L,Below Minor,Steady        ,          5,					                                   ,W,  150.6044,  -26.7419                                                                                                                                                                                                                   
    541076,         0,ACCOMMODATION CREEK TM        ,03-10-2019 13:00:00,      .094,L,Below Minor,Steady        ,        1.7,					                                   ,X,  151.8294,  -28.8061                                                                                                                                                                                                                   
    541081,         0,STORM KING DAM HEADWATER ALERT,03-10-2019 14:02:44,     -3.36,L,Below Minor,Steady        ,          0,Storm King Dam Spillway		               ,S,  151.9919,  -28.7081                                                                                                                                                                                                                   
    541082,         0,MOUNTAIN STATION CREEK ALERT  ,03-10-2019 12:21:41,         0,L,Below Minor,Steady        ,        1.6,Eukey Road				                          ,R,  151.9847,  -28.7178                                                                                                                                                                                                                   
    541084,         0,KETTLE SWAMP CREEK AL         ,03-10-2019 13:35:29,         0,L,Below Minor,Steady        ,        1.3,Diamondvale Road			                     ,R,  151.9494,  -28.6608                                                                                                                                                                                                                   
    541085,         0,DALCOUTH AL                   ,03-10-2019 14:13:33,         0,L,Below Minor,Steady        ,        1.3,Dalcouth Road                           ,C,  151.9831,  -28.6794                                                                                                                                                                                                                   
    541087,         0,STANTHORPE ALERT              ,03-10-2019 14:05:24,        .1,L,Below Minor,Steady        ,           , 				                                   , ,  151.9189,  -28.6544                                                                                                                                                                                                                   
    541088,         0,BROADWATER CREEK ALERT        ,03-10-2019 12:21:58,      -.05,L,Below Minor,Steady        ,           ,					                                   , ,  151.8883,  -28.5986                                                                                                                                                                                                                   
    541089,         0,BALLANDEAN ALERT              ,03-10-2019 14:07:39,       .04,L,Below Minor,Steady        ,        1.9,					                                   ,A,    151.82,  -28.7847                                                                                                                                                                                                                   
    541090,         0,ACCOMMODATION CREEK ALERT     ,03-10-2019 13:59:34,       .16,L,Below Minor,              ,        1.7,					                                   ,B,  151.8364,  -28.8081                                                                                                                                                                                                                   
    541094,         0,WHETSTONE WEIR TM             ,03-10-2019 14:00:00,     -.388,L,Unknown    ,Steady        ,          0,					                                   ,W,  150.9336,  -28.4942                                                                                                                                                                                                                   
    541107,         0,INGLEWOOD BRIDGE ALERT        ,03-10-2019 13:18:46,        .9,L,Below Minor,Steady        ,       10.4,Inglewood Bridge (Cunningham Highway)   ,B,  151.0825,  -28.4133                                                                                                                                                                                                                   
    541108,         0,WOODSPRING ALERT              ,03-10-2019 13:24:20,       .81,L,Below Minor,Steady        ,          7,Millmerran Road Bridge                  ,B,  151.1381,  -28.3614                                                                                                                                                                                                                   
    541109,         0,COOLMUNDA DAM TW ALERT        ,03-10-2019 12:35:58,     -1.05,L,Below Minor,Steady        ,         .5,Macintyre Brook Causeway                ,C,  151.2131,  -28.4347                                                                                                                                                                                                                   
    541110,         0,ARTUNGA ALERT                 ,03-10-2019 12:52:28,       .07,L,Below Minor,Steady        ,           ,                                        , ,  151.2925,  -28.4014                                                                                                                                                                                                                   
    541111,         0,TERRAINE ALERT                ,03-10-2019 13:44:07,       .15,L,Below Minor,Steady        ,           ,                                        , ,  151.2761,  -28.4833                                                                                                                                                                                                                   
    541112,         0,BARONGAROOK ALERT             ,03-10-2019 12:05:17,       .35,L,Below Minor,Steady        ,           ,                                        , ,  151.4622,  -28.4314                                                                                                                                                                                                                   
    541122,         0,JANDOWAE-MACALISTER ROAD AL   ,03-10-2019 12:18:17,         0,L,Unknown    ,Steady        ,        3.1,                                        ,X,  151.0853,  -26.8919                                                                                                                                                                                                                   
    541124,         0,BURNCLUITH BRIDGE AL          ,03-10-2019 13:35:00,      -.12,L,Below Minor,Steady        ,        3.7,Burncluith Bridge                       ,B,  150.7206,  -26.6717                                                                                                                                                                                                                   
    541125,         0,SEVEN OAKS AL                 ,03-10-2019 14:07:03,      .967,L,Below Minor,Steady        ,        2.4,Charley's Creek Crossing                ,B,  150.7631,  -26.7042                                                                                                                                                                                                                   
    541126,         0,BERUNA AL                     ,03-10-2019 14:22:45,      -.02,L,Below Minor,Steady        ,        5.8,Charleys Creek Bridge                   ,B,  150.8542,  -26.6433                                                                                                                                                                                                                   
    541154,         0,WARRA ALERT                   ,03-10-2019 11:41:43,         0,L,Below Minor,Steady        ,          4,Warrego Highway Bridge                  ,B,  150.9181,  -26.9283                                                                                                                                                                                                                   
    541155,         0,LOUDOUN BRIDGE ALERT          ,03-10-2019 12:57:58,      1.16,L,Below Minor,Steady        ,           ,                                        , ,  151.1856,   -27.225                                                                                                                                                                                                                   
    541162,         0,JANDOWAE DAM ALERT            ,03-10-2019 13:59:27,     -2.09,L,Below Minor,Falling       ,          0,Spillway                                ,S,  151.1372,  -26.7608                                                                                                                                                                                                                   
    542004,         0,GUNN BRIDGE (DNRM) TM         ,03-10-2019 12:00:00,      .142,L,Below Minor,Steady        ,          7,Walter Gunn Bridge			                   ,B,  150.1008,  -28.1575                                                                                                                                                                                                                   
    542005,         0,JERICHO TM                    ,03-10-2019 13:00:00,       .33,L,Below Minor,Steady        ,          1,					                                   ,X,  149.3514,  -28.6456                                                                                                                                                                                                                   
    542007,         0,MASCOT TM                     ,03-10-2019 13:00:00,      .146,L,Below Minor,Steady        ,           ,					                                   , ,  149.1083,  -28.8239                                                                                                                                                                                                                   
    542019,         0,CONDAMINE ALERT               ,03-10-2019 06:22:15,         0,L,Below Minor,Steady        ,       10.1,Crawford Bridge.                        ,B,  150.1314,  -26.9267                                                                                                                                                                                                                   
    542023,         0,MILES ALERT                   ,03-10-2019 12:23:13,         0,L,Below Minor,Steady        ,       10.1,Warrego Highway bridge.                 ,B,  150.1808,  -26.6581                                                                                                                                                                                                                   
    543004,         0,JACK TAYLOR WEIR TM           ,03-10-2019 14:00:00,     -.961,L,Unknown    ,Steady        ,          0,					                                   ,F,  148.5717,  -28.0386                                                                                                                                                                                                                   
    543005,         0,SURAT TM                      ,03-10-2019 13:00:00,     2.836,L,Below Minor,Steady        ,       10.8,                                        ,B,  149.0639,    -27.15                                                                                                                                                                                                                   
    543007,         0,FOREST VALE TM                ,03-10-2019 12:00:00,      -.48,L,Below Minor,Steady        ,          0,Hayley Creek Rd                         ,C,  147.8667,  -25.9333                                                                                                                                                                                                                   
    543008,         0,YULEBA FORESTRY TM            ,03-10-2019 13:00:00,      .468,L,Below Minor,Steady        ,           ,					                                   , ,  149.4667,    -26.85                                                                                                                                                                                                                   
    544011,         0,AUGATHELLA TM                 ,03-10-2019 13:00:00,      .835,L,Below Minor,Steady        ,          6,Landsborough Highway Bridge             ,A,  146.5847,  -25.7944                                                                                                                                                                                                                   
    544012,         0,NARRAN RIVER TM               ,03-10-2019 12:00:00,      .812,L,Below Minor,Steady        ,          5,Dirranbandi-Hebel Road Bridge	          ,B,  148.0514,  -28.8417                                                                                                                                                                                                                   
    544013,         0,BALLANDOOL RIVER TM           ,03-10-2019 12:00:00,     1.137,L,Below Minor,Steady        ,           ,					                                   , ,    147.75,  -28.9333                                                                                                                                                                                                                   
    544014,         0,WYANDRA TM                    ,03-10-2019 13:00:00,     1.614,L,Below Minor,Steady        ,        7.6,Warrego River Bridge			                 ,B,  145.9667,    -27.25                                                                                                                                                                                                                   
    544017,         0,HASTINGS TM                   ,03-10-2019 12:00:00,     1.195,L,Below Minor,Steady        ,           ,					                                   , ,  148.2667,  -28.4333                                                                                                                                                                                                                   
    544018,         0,WHYENBAH TM                   ,03-10-2019 13:00:00,     1.233,L,Below Minor,Steady        ,           ,					                                   , ,  148.2667,  -28.4333                                                                                                                                                                                                                   
    544019,         0,CUNNAMULLA WEIR TM            ,03-10-2019 12:00:00,     4.951,L,Below Minor,Steady        ,        5.5, 				                                   ,W,  145.6833,     -28.1                                                                                                                                                                                                                   
    544021,         0,BINNOWEE TM                   ,03-10-2019 13:00:00,      .325,L,Below Minor,Steady        ,        6.2,New Ward River Bridge Approaches.	      ,A,  146.0861,  -26.4842                                                                                                                                                                                                                   
    544022,         0,CARDIFF TM                    ,03-10-2019 13:00:00,     -.134,L,Below Minor,Steady        ,           ,					                                   , ,  147.5164,  -27.8311                                                                                                                                                                                                                   
    544024,         0,WALLEN TM                     ,03-10-2019 12:00:00,      .041,L,Below Minor,Steady        ,           ,					                                   , ,  145.8328,  -27.6319                                                                                                                                                                                                                   
    544027,         0,LOWER BRADLEYS ALERT          ,03-10-2019 12:50:20,      -.05,L,Below Minor,Falling       ,           ,					                                   , ,  146.3397,  -26.3736                                                                                                                                                                                                                   
    544028,         0,RACEVIEW ALERT                ,03-10-2019 12:07:40,      -.05,L,Below Minor,Steady        ,           ,					                                   , ,  146.4042,  -26.4083                                                                                                                                                                                                                   
    545001,         0,AUTUMNVALE TM                 ,03-10-2019 12:00:00,     1.067,L,Below Minor,Steady        ,           ,					                                   , ,  143.9192,  -27.7633                                                                                                                                                                                                                   
    545002,         0,NAPPA MERRIE TM               ,03-10-2019 12:00:00,       .24,L,Below Minor,Steady        ,        7.2,Cooper Creek bridge		                   ,B,   141.095,  -27.6008                                                                                                                                                                                                                   
    545007,         0,QUILPIE TM                    ,03-10-2019 13:00:00,      .682,L,Below Minor,Steady        ,        4.6,Bulloo River Bridge			                  ,B,  144.2833,  -26.6167                                                                                                                                                                                                                   
    554001,         0,PINDARI DAM LEVEL             ,03-10-2019 14:00:00,   464.738,L,Unknown    ,Steady        ,        516,Spillway				                            ,S,    151.25,     -29.4                                                                                                                                                                                                                   

Copyright Commonwealth of Australia 2011, Bureau of Meteorology (ABN 92 637 533
532).  Users of these web pages are deemed to have read and accepted the
conditions described in the Copyright, Disclaimer, and Privacy statements
(http://www.bom.gov.au/other/copyright.shtml).
